Date,Headlines
"Thu, Jul. 26, 2012","Could ""sandbagged estimates"" come to Facebook's (FB -6.7%) rescue today? Nicholas Carlson points..."
"Thu, Jul. 26, 2012","Expectations have fallen for Facebook (FB -5.3%) heading into today's Q2 report, thanks to..."
"Thu, Jul. 26, 2012",Premarket gainers: GENE +33%. PSDV +24%. IBIO +21%. S +18%. WDC +17%. AKAM +16%. PCS +14%. TEX...
"Thu, Jul. 26, 2012","A Facebook (NASDAQ:FB) phone will arrive in mid-2013 with HTC's help, Bloomberg reports. Like a..."
"Thu, Jul. 26, 2012","Notable earnings after Thursday's close: AMGN, AMZN, APKT, ARBA, CA, CB, CBL, CERN, CINF, CLWR,..."
"Wed, Jul. 25, 2012","During a lively Q2 earnings call (live blog), Zynga (NASDAQ:ZNGA) partly attributed its poor..."
"Wed, Jul. 25, 2012","Notable earnings after Thursday's close: AMGN, AMZN, APKT, ARBA, CA, CB, CBL, CERN, CINF, CLWR,..."
"Wed, Jul. 25, 2012",Facebook (NASDAQ:FB) -7.6% AH due to Zynga's giant Q2 miss and weak guidance. GRPN -4.7%. P...
"Mon, Jul. 23, 2012",ComScore and others have reported Facebook (FB -0.9%) has seen a major growth slowdown in U.S....
"Sun, Jul. 22, 2012",Nasdaq OMX (NASDAQ:NDAQ) has improved its offer of compensation to brokers and market makers...
"Fri, Jul. 20, 2012","Facebook (FB -0.5%) acquires Wallet and Pulp app maker Acrylic, according to a report on..."
"Thu, Jul. 19, 2012",Wal-Mart (NYSE:WMT) CEO Mike Duke and his crew will spend 2 days hosting Mark Zuckerberg...
"Thu, Jul. 19, 2012",Mark Zuckerberg and other senior Facebook (NASDAQ:FB) execs will spend two days at Wal-Mart's...
"Wed, Jul. 18, 2012",User discontent with Facebook's (FB +2%) Timeline feature has led to declining customer...
"Tue, Jul. 17, 2012",Facebook (FB -2.9%) and Zynga (ZNGA -7%) dive following a Capstone Investments report claiming...
"Tue, Jul. 17, 2012","Autodesk (ADSK +0.8%) is acquiring Socialcam, developer of a popular mobile video-sharing app,..."
"Mon, Jul. 16, 2012","Facebook (FB -4.3%), which had strongly outperformed the NASDAQ from early June to early July,..."
"Mon, Jul. 16, 2012","Facebook (NASDAQ:FB) makes another ""acqui-hire,"" grabbing the staff of mobile bookmarking..."
"Wed, Jul. 11, 2012","""We are going to remain private as long as we want,"" says Twitter CEO Dick Costolo, shooting..."
"Tue, Jul. 10, 2012",Hulu CEO Jason Kilar just turned down Yahoo's overtures . will he be open to Facebook's...
"Mon, Jul. 09, 2012","Facebook (NASDAQ:FB) is seeing declining activity among U.S. users, according to a Pac Crest..."
"Mon, Jul. 09, 2012","Microsoft's (NASDAQ:MSFT) $6.2B aQuantive write-down has much to do with execution, but a tough..."
"Mon, Jul. 09, 2012",Facebook's (FB +3.1%) plan to create a job board in partnership with 3rd-party platforms isn't a...
"Mon, Jul. 09, 2012",Facebook (FB +3.4%) starts the new week by outperforming yet again. Shares are up 25% over the...
"Fri, Jul. 06, 2012",Yahoo (YHOO) and Facebook's (NASDAQ:FB) reported patent settlement and expanded partnership is...
"Fri, Jul. 06, 2012",Facebook's (NASDAQ:FB) latest idea for boosting ad revenue: mobile news feed ads that target...
"Fri, Jul. 06, 2012",Yahoo (YHOO -0.5%) and Facebook (FB -0.5%) have reportedly settled their patent feud. Sources...
"Fri, Jul. 06, 2012","Facebook (FB +0.3%) is preparing to introduce a ""Want"" button to go with its now-ubiquitous..."
"Thu, Jul. 05, 2012",Facebook (NASDAQ:FB) joins Google (NASDAQ:GOOG) and a number of Asian carriers in backing the...
"Thu, Jul. 05, 2012","Yelp (YELP +7.6%) soars to levels last seen in early April, as speculation grows that Apple..."
"Tue, Jul. 03, 2012","Long Island Power Authority is the most disliked company in the U.S., the latest ratings from..."
"Tue, Jul. 03, 2012","As Facebook (NASDAQ:FB) attempts to maximize its profits, the company is looking to buy firms..."
"Tue, Jul. 03, 2012",General Motors (NYSE:GM) is back at the table with Facebook (NASDAQ:FB) over possibly...
"Mon, Jul. 02, 2012",Facebook's (NASDAQ:FB) creation of .facebook e-mail addresses for its 900M+ users is turning...
"Mon, Jul. 02, 2012",Relations between Facebook (NASDAQ:FB) and the NASDAQ (NASDAQ:NDAQ) remain frosty six weeks...
"Fri, Jun. 29, 2012",Facebook (FB +0.2%) isn't taking part in today's rally after Macquarie's Ben Schachter starts...
"Thu, Jun. 28, 2012",Is Apple (NASDAQ:AAPL) Google's (NASDAQ:GOOG) biggest rival? Or is it Microsoft (NASDAQ:MSFT)?...
"Thu, Jun. 28, 2012",Microsoft (NASDAQ:MSFT) plans to make Internet Explorer's Do Not Track feature activated by...
"Thu, Jun. 28, 2012","After reviewing the reports issued yesterday by Facebook's (FB -3.3%) IPO underwriters, Henry..."
"Wed, Jun. 27, 2012","BMO, the sole Facebook (FB -2.2%) underwriter issuing a bearish rating, says its checks with..."
"Wed, Jun. 27, 2012",Facebook (FB -3.6%) heads south as investors who bid up shares on expectations of favorable...
"Wed, Jun. 27, 2012",Investment banks that participated in Facebook's (NASDAQ:FB) IPO have outlived their required...
"Tue, Jun. 26, 2012",Announced thus far at Zynga's (ZNGA +1.2%) Unleashed event: 1) An multi-platform (i.e....
"Tue, Jun. 26, 2012","Facebook (FB +3.7%) is rallying yet again - shares are now up 30% from their June 6 low, and..."
"Mon, Jun. 25, 2012","Facebook (NASDAQ:FB) has added COO Sheryl Sandberg, widely considered to be the..."
"Sun, Jun. 24, 2012",Research In Motion (RIMM) might hawk its BlackBerry business to Amazon (NASDAQ:AMZN) or Facebook...
"Fri, Jun. 22, 2012",Facebook (FB +4.1%) continues its big rally with the help of Nomura's coverage launch. Some...
"Thu, Jun. 21, 2012","Facebook (FB +0.8%), which finished higher on an ugly day for tech, receives a bullish coverage..."
"Thu, Jun. 21, 2012",More on Facebook: 1) Congressman Darrell Issa has sent a letter to the SEC on behalf of a House...
"Thu, Jun. 21, 2012",Facebook (NASDAQ:FB) will join Netflix in building its own content delivery network...
"Thu, Jun. 21, 2012","Facebook's (FB +0.6%) saw its U.S. unique visitors fall by roughly 700K M/M in May to 158M,..."
"Wed, Jun. 20, 2012",Facebook's (FB -1%) closely-scrutinized advertising ops receive new endorsements from Ford...
"Wed, Jun. 20, 2012",A Yahoo (YHOO) lawyer confirms in a court filing his company and Facebook (NASDAQ:FB) are in...
"Wed, Jun. 20, 2012",Sprint (NYSE:S) is paying $19M to settle a class-auction suit from customers claiming they were...
"Tue, Jun. 19, 2012",Facebook (NASDAQ:FB) is adding a subscription billing option for games offered on its site. Thus...
"Tue, Jun. 19, 2012",Facebook (FB +1.6%) closes higher yet again: shares have rallied 25% from their June 6...
"Tue, Jun. 19, 2012",Facebook's (NASDAQ:FB) Sponsored Stories mobile news feed ads have a click rate nearly twice...
"Mon, Jun. 18, 2012","Fueled by growing professional content support, YouTube's (NASDAQ:GOOG) U.S. monthly viewing..."
"Mon, Jun. 18, 2012","Mark Cuban says he's already bailed out of Facebook (NASDAQ:FB), selling his entire 150K share..."
"Mon, Jun. 18, 2012","Facebook (NASDAQ:FB) continues to experiment with new ad formats (previous), even if it means..."
"Mon, Jun. 18, 2012","It's another good day for recent consumer Internet IPOs, as short-covering and positive..."
"Mon, Jun. 18, 2012","Facebook (FB +5.8%) has acquired Face.com, the latter company announces on its blog. Facebook is..."
"Sun, Jun. 17, 2012",Facebook (NASDAQ:FB) last month agreed to pay $10M to charity to settle a lawsuit brought by...
"Fri, Jun. 15, 2012","Facebook (NASDAQ:FB) CTO Bret Taylor is leaving the company to ""work on an undetermined..."
"Fri, Jun. 15, 2012",Several volatile Internet names surged in late trading on option expiration day: ZNGA +10.7%. FB...
"Fri, Jun. 15, 2012",Facebook (FB +2.2%) has quietly put together a solid week with the help of an up-trending...
"Fri, Jun. 15, 2012",Thanks to the Facebook (NASDAQ:FB) fiasco and the resulting selloff in many richly-valued...
"Fri, Jun. 15, 2012",Facebook (NASDAQ:FB) is set to partly blame Nasdaq (NASDAQ:NDAQ) for the poor performance of its...
"Thu, Jun. 14, 2012","The number of global mobile Internet users will exceed the number of desktop users by 2014,..."
"Thu, Jun. 14, 2012","Online ad rivals Google (NASDAQ:GOOG), Facebook (NASDAQ:FB), Twitter, and AOL join forces to..."
"Thu, Jun. 14, 2012",Some stats from a Mashable infographic about photography: 44% of all U.S. photos are now taken...
"Thu, Jun. 14, 2012",Some of the game developers who embraced Google+ (NASDAQ:GOOG) last summer are now abandoning...
"Thu, Jun. 14, 2012",Samsung (OTC:SSNLF) denies rumors it plans to offer a Facebook-like (NASDAQ:FB) social...
"Wed, Jun. 13, 2012",More on Facebook: Though a recent Reuters survey indicated many U.S. users are reducing their...
"Wed, Jun. 13, 2012",Facebook (NASDAQ:FB) plans to launch an ad bidding system that delivers ads based on user...
"Wed, Jun. 13, 2012","Samsung (OTC:SSNLF) plans to launch a social networking service by early next year, company..."
"Tue, Jun. 12, 2012",Facebook (NASDAQ:FB) goes after those criticizing the effectiveness of its ads with a study...
"Tue, Jun. 12, 2012",Zynga (ZNGA -7.6%) plummets to new lows on yet another negative note (previous) from Cowen's...
"Mon, Jun. 11, 2012","As expected, Apple's (AAPL +0.5%) iOS 6 will have built-in Facebook (FB +2.1%) integration...."
"Mon, Jun. 11, 2012",A country-by-country map of the world's most popular social networks reveals Facebook...
"Mon, Jun. 11, 2012","The era of Internet monopolies is ending, suggests Tristan Louis, as giants such as Apple..."
"Mon, Jun. 11, 2012","Unsurprisingly, Facebook (NASDAQ:FB) will be added to the Russell 3000, which covers ~98% of all..."
"Mon, Jun. 11, 2012","The WSJ provides a detailed account of Facebook's (NASDAQ:FB) botched IPO, revealing that Nasdaq..."
"Mon, Jun. 11, 2012","Facebook's (NASDAQ:FB) member and usage growth is slowing sharply in the U.S., data from..."
"Fri, Jun. 08, 2012","Despite slight indications of Facebook (NASDAQ:FB) bottoming out, Wallstcheatsheet.com's Damien..."
"Fri, Jun. 08, 2012",Facebook (NASDAQ:FB) launches App Center - an Apple/Google-like online directory of downloadable...
"Fri, Jun. 08, 2012",comScore says it's preparing to publish new data next week on the impact that Facebook...
"Wed, Jun. 06, 2012",More on JMP's Facebook upgrade: Mark Harding's $37 PT values Facebook (FB +0.7%) at 54x his 2013...
"Wed, Jun. 06, 2012",JMP's Mark Harding becomes the latest analyst to come to Facebook's (FB +2.1%) defense...
"Wed, Jun. 06, 2012",Nasdaq OMX (NASDAQ:NDAQ) will today say how it will compensate financial firms for their losses...
"Tue, Jun. 05, 2012","Facebook (FB -4%) heads into the close below $26, as the company's high multiples continue..."
"Tue, Jun. 05, 2012",More on Facebook: The Reuters survey comes on a day when the company is introducing a major...
"Tue, Jun. 05, 2012",34% of respondents to a U.S. Reuters survey say they're spending less time on Facebook (FB...
"Tue, Jun. 05, 2012",Its plans to become a Latin American social networking giant having been thwarted by Facebook...
"Tue, Jun. 05, 2012",Napster co-founders Shawn Fanning and Sean Parker (the latter is also a Facebook ex-president)...
"Tue, Jun. 05, 2012","Facebook's (NASDAQ:FB) poor IPO showing and the resulting fallout ""will hurt the funding market..."
"Mon, Jun. 04, 2012",Facebook (FB -3.6%) has fallen below $27 in the wake of Bernstein's critical report and news of...
"Mon, Jun. 04, 2012",Google (NASDAQ:GOOG) is set to launch a new small business marketing solution that leverages...
"Mon, Jun. 04, 2012","Matt Taibbi weighs in on the Facebook (NASDAQ:FB) IPO fiasco, saying that this and other stories..."
"Mon, Jun. 04, 2012",Yahoo (YHOO) and Facebook (NASDAQ:FB) are in talks to settle their patent litigation and revive...
"Mon, Jun. 04, 2012",Facebook (NASDAQ:FB) is initiated at Underperform with a $25 price target at Bernstein. It could...
"Mon, Jun. 04, 2012",PicPlz says it will shut down its photo-sharing service in July. The mobile app was poised to...
"Mon, Jun. 04, 2012",Facebook's new high-growth market: kids? Facebook (NASDAQ:FB) is apparently developing...
"Sat, Jun. 02, 2012",The big tech selloff that's occurred over the last few weeks has resulted in valuations for many...
"Fri, Jun. 01, 2012",Facebook (NASDAQ:FB) and its array of services will be directly integrated with the next version...
"Fri, Jun. 01, 2012","The poor reception to Facebook's (FB -5.6%) IPO, not to mention the broad selloff that's..."
"Fri, Jun. 01, 2012",Facebook (FB -5.9%) has given back all of the gains seen in late trading yesterday. While Baird...
"Fri, Jun. 01, 2012","Fresh off winning its blue oval back, Ford (NYSE:F) plans to market the iconic logo on Facebook..."
"Fri, Jun. 01, 2012","Facebook (NASDAQ:FB) is initiated at Outperform with $37 price target at Baird, which says the..."
"Thu, May 31, 2012","As rumors of a Facebook (NASDAQ:FB) bid for Opera Software swirl, the social networking colossus..."
"Thu, May 31, 2012","Facebook (FB +5.1%) rallied in afternoon trading, and closed at $29.63. Topeka Capital's bullish..."
"Thu, May 31, 2012",Google (NASDAQ:GOOG) and Facebook (NASDAQ:FB) are vying to take a stake in popular music video...
"Thu, May 31, 2012",Facebook (FB -3.4%) can't catch a break. Shares are making new lows today even though Pivotal...
"Thu, May 31, 2012",Zynga (ZNGA +3.4%) bounces a little after Baird's Colin Sebastian upgrades shares Outperform due...
"Wed, May 30, 2012","Facebook's (FB +0.4%) first day of options trading was an active one, and (in-line with the..."
"Wed, May 30, 2012",It's not just Facebook's (FB +1.5%) ad revenue growth that's slowing down: Henry Blodget notes...
"Tue, May 29, 2012","""I would say most people would say this [TV sets] is not an area in their life that they're..."
"Tue, May 29, 2012","Before ending its Facebook (NASDAQ:FB) ad efforts, GM execs pressed Facebook to allow it to run..."
"Tue, May 29, 2012","Three weeks after launching an investigation of the deal, The FTC has presented Facebook (FB..."
"Tue, May 29, 2012",Today's selloff in Facebook (FB -9.8%) is happening even though CLSA's James Lee is starting...
"Tue, May 29, 2012","Though focused on getting Yahoo's (YHOO) house in order over the short-term, interim (for now)..."
"Tue, May 29, 2012","In spite of today's rally, Facebook (FB -5.6%) is falling to new post-IPO lows in early trading,..."
"Tue, May 29, 2012",Russian search giant Yandex (YNDX +3.4%) catches a bid following reports Facebook (NASDAQ:FB) is...
"Tue, May 29, 2012","It looks as if Facebook (NASDAQ:FB), now free of the SEC's 500-shareholder rule, isn't wasting..."
"Tue, May 29, 2012","If Facebook (NASDAQ:FB) is serious about buying Opera Software, it may have to pony up over $1B,..."
"Mon, May 28, 2012","If the rumors of a Facebook (NASDAQ:FB) phone are true, investors should consider abandoning..."
"Sun, May 27, 2012","A Facebook (NASDAQ:FB) phone will arrive next year, multiple sources tell the NYT's Nick Bilton..."
"Sat, May 26, 2012","Among giant U.S. IPOs of the last 10 years, Facebook (NASDAQ:FB), which is now down 16% from its..."
"Fri, May 25, 2012","Facebook (NASDAQ:FB) is reportedly interested in buying Opera Software, maker of the namesake..."
"Fri, May 25, 2012","After bouncing a little yesterday, Facebook (FB -3.7%) is selling off again after Capstone..."
"Thu, May 24, 2012","Facebook (NASDAQ:FB) paid over $80M to buy social gifting app developer Karma, sources tell..."
"Thu, May 24, 2012","Mark Cuban discloses he bought 150K Facebook (NASDAQ:FB) shares at $33, but says the purchase is..."
"Thu, May 24, 2012",Facebook (FB +1.1%) is set to unveil a standalone photo-sharing app called Facebook Camera. The...
"Thu, May 24, 2012",The WSJ details how one of the institutional investors that was notified by an underwriting bank...
"Wed, May 23, 2012","Clobbered over the last week due to Facebook's (NASDAQ:FB) less-than-stellar IPO, GSV Capital..."
"Wed, May 23, 2012",Jim Cramer suspects Facebook's (FB +3.2%) reported guidance leak to analysts is the result of...
"Wed, May 23, 2012",Facebook (NASDAQ:FB) is considering a proposal from the NYSE for the company to list its stock...
"Wed, May 23, 2012","The Angry Birds are flying into Facebook. Angry Birds Friends, the first Facebook (NASDAQ:FB)..."
"Wed, May 23, 2012",Morgan Stanley (MS -2.6%) has offered a price adjustment to Facebook (FB +2.5%) investors in the...
"Wed, May 23, 2012",More on the class-action suit against Facebook and Morgan Stanley: The firm handling the suit...
